State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Karnataka,BELLARY,2010,Whole Year ,Dry ginger,1,3.6
Karnataka,BELLARY,2010,Whole Year ,Sugarcane,1363,130780
Karnataka,BELLARY,2011,Kharif     ,Bajra,14124,9253
Karnataka,BELLARY,2011,Kharif     ,Dry chillies,11851,14174
Karnataka,BELLARY,2011,Kharif     ,Groundnut,56185,26561
Karnataka,BELLARY,2011,Kharif     ,Jowar,26778,31726
Karnataka,BELLARY,2011,Kharif     ,Onion,3822,23822
Karnataka,BELLARY,2011,Kharif     ,Ragi,3580,2472
Karnataka,BELLARY,2011,Kharif     ,Rice,77226,288837
Karnataka,BELLARY,2011,Rabi       ,Bajra,522,680
Karnataka,BELLARY,2011,Rabi       ,Dry chillies,946,2231
Karnataka,BELLARY,2011,Rabi       ,Groundnut,10618,8433
Karnataka,BELLARY,2011,Rabi       ,Jowar,11332,22252
Karnataka,BELLARY,2011,Rabi       ,Onion,268,2133
Karnataka,BELLARY,2011,Rabi       ,Ragi,13,24
Karnataka,BELLARY,2011,Rabi       ,Wheat,653,938
Karnataka,BELLARY,2011,Summer     ,Bajra,1702,1937
Karnataka,BELLARY,2011,Summer     ,Dry chillies,523,1831
Karnataka,BELLARY,2011,Summer     ,Jowar,4075,7456
Karnataka,BELLARY,2011,Summer     ,Onion,430,1836
Karnataka,BELLARY,2011,Summer     ,Ragi,149,287
Karnataka,BELLARY,2011,Summer     ,Rice,38943,139548
Karnataka,BELLARY,2011,Whole Year ,Banana,1649,67189
Karnataka,BELLARY,2011,Whole Year ,Coconut ,910,9047
Karnataka,BELLARY,2011,Whole Year ,Coriander,597,242
Karnataka,BELLARY,2011,Whole Year ,Sugarcane,3806,318182
Karnataka,BELLARY,2011,Whole Year ,Turmeric,2,10
Karnataka,BELLARY,2012,Kharif     ,Bajra,20897,16954
Karnataka,BELLARY,2012,Kharif     ,Dry chillies,11545,12130
Karnataka,BELLARY,2012,Kharif     ,Groundnut,49598,33595
Karnataka,BELLARY,2012,Kharif     ,Jowar,13928,17849
Karnataka,BELLARY,2012,Kharif     ,Onion,2594,14135
Karnataka,BELLARY,2012,Kharif     ,Ragi,4102,2015
Karnataka,BELLARY,2012,Kharif     ,Rice,78029,289394
Karnataka,BELLARY,2012,Kharif     ,Soyabean,23,24
Karnataka,BELLARY,2012,Rabi       ,Dry chillies,406,1109
Karnataka,BELLARY,2012,Rabi       ,Groundnut,1322,2234
Karnataka,BELLARY,2012,Rabi       ,Jowar,22034,26584
Karnataka,BELLARY,2012,Rabi       ,Onion,352,2304
Karnataka,BELLARY,2012,Rabi       ,Ragi,6,9
Karnataka,BELLARY,2012,Rabi       ,Wheat,576,401
Karnataka,BELLARY,2012,Summer     ,Dry chillies,91,108
Karnataka,BELLARY,2012,Summer     ,Groundnut,9204,6820
Karnataka,BELLARY,2012,Summer     ,Jowar,2034,3244
Karnataka,BELLARY,2012,Summer     ,Onion,216,1378
Karnataka,BELLARY,2012,Summer     ,Ragi,66,99
Karnataka,BELLARY,2012,Summer     ,Rice,31119,98386
Karnataka,BELLARY,2012,Whole Year ,Coconut ,702,6912
Karnataka,BELLARY,2012,Whole Year ,Coriander,2831,1118
Karnataka,BELLARY,2012,Whole Year ,Sugarcane,5660,483930
Karnataka,BELLARY,2013,Kharif     ,Bajra,17017,17201
Karnataka,BELLARY,2013,Kharif     ,Dry chillies,12197,15457
Karnataka,BELLARY,2013,Kharif     ,Groundnut,45709,56364
Karnataka,BELLARY,2013,Kharif     ,Jowar,31439,55672
Karnataka,BELLARY,2013,Kharif     ,Onion,2716,23743
Karnataka,BELLARY,2013,Kharif     ,Ragi,3525,2548
Karnataka,BELLARY,2013,Kharif     ,Rice,76010,290788
Karnataka,BELLARY,2013,Rabi       ,Dry chillies,79,150
Karnataka,BELLARY,2013,Rabi       ,Jowar,17618,21323
Karnataka,BELLARY,2013,Rabi       ,Onion,352,2473
Karnataka,BELLARY,2013,Rabi       ,Ragi,149,217
Karnataka,BELLARY,2013,Rabi       ,Wheat,328,346
Karnataka,BELLARY,2013,Summer     ,Dry chillies,351,933
Karnataka,BELLARY,2013,Summer     ,Groundnut,8042,8465
Karnataka,BELLARY,2013,Summer     ,Jowar,2537,4107
Karnataka,BELLARY,2013,Summer     ,Onion,1111,12048
Karnataka,BELLARY,2013,Summer     ,Potato,26,365
Karnataka,BELLARY,2013,Summer     ,Ragi,187,367
Karnataka,BELLARY,2013,Summer     ,Rice,34538,127832
Karnataka,BELLARY,2013,Whole Year ,Coconut ,2901,23016
Karnataka,BELLARY,2013,Whole Year ,Coriander,838,260
Karnataka,BELLARY,2013,Whole Year ,Sugarcane,6004,484823
Karnataka,BELLARY,2014,Kharif     ,Bajra,15570,16700
Karnataka,BELLARY,2014,Kharif     ,Dry chillies,11522,14678
Karnataka,BELLARY,2014,Kharif     ,Groundnut,47214,46513
Karnataka,BELLARY,2014,Kharif     ,Jowar,21316,40197
Karnataka,BELLARY,2014,Kharif     ,Onion,5726,44431
Karnataka,BELLARY,2014,Kharif     ,Potato,10,62
Karnataka,BELLARY,2014,Kharif     ,Ragi,2897,2042
Karnataka,BELLARY,2014,Kharif     ,Rice,77598,286690
Karnataka,BELLARY,2014,Rabi       ,Dry chillies,664,1246
Karnataka,BELLARY,2014,Rabi       ,Jowar,17366,25588
Karnataka,BELLARY,2014,Rabi       ,Onion,567,3758
Karnataka,BELLARY,2014,Rabi       ,Potato,23,354
Karnataka,BELLARY,2014,Rabi       ,Ragi,67,109
Karnataka,BELLARY,2014,Rabi       ,Rice,40,99
Karnataka,BELLARY,2014,Rabi       ,Wheat,263,344
Karnataka,BELLARY,2014,Summer     ,Dry chillies,228,439
Karnataka,BELLARY,2014,Summer     ,Groundnut,7591,6844
Karnataka,BELLARY,2014,Summer     ,Jowar,897,1604
Karnataka,BELLARY,2014,Summer     ,Onion,876,5157
Karnataka,BELLARY,2014,Summer     ,Ragi,189,337
Karnataka,BELLARY,2014,Summer     ,Rice,41005,121344
Karnataka,BELLARY,2014,Whole Year ,Coconut ,555,4953
Karnataka,BELLARY,2014,Whole Year ,Coriander,1241,420
Karnataka,BELLARY,2014,Whole Year ,Sugarcane,3406,349456
Karnataka,BENGALURU URBAN,1997,Kharif     ,Dry chillies,1284,1732
Karnataka,BENGALURU URBAN,1997,Kharif     ,Dry ginger,36,42
Karnataka,BENGALURU URBAN,1997,Kharif     ,Groundnut,19469,19986
Karnataka,BENGALURU URBAN,1997,Kharif     ,Paddy,3507,16540
Karnataka,BENGALURU URBAN,1997,Kharif     ,Ragi,178931,309672
Karnataka,BENGALURU URBAN,1997,Kharif     ,Rice,3507,11033
Karnataka,BENGALURU URBAN,1997,Rabi       ,Dry chillies,186,304
Karnataka,BENGALURU URBAN,1997,Rabi       ,Groundnut,683,624
Karnataka,BENGALURU URBAN,1997,Rabi       ,Ragi,961,1303
Karnataka,BENGALURU URBAN,1997,Summer     ,Paddy,1252,5232
Karnataka,BENGALURU URBAN,1997,Summer     ,Ragi,2040,3777
Karnataka,BENGALURU URBAN,1997,Summer     ,Rice,1252,3490
Karnataka,BENGALURU URBAN,1997,Whole Year ,Coriander,154,17
Karnataka,BENGALURU URBAN,1997,Whole Year ,Garlic,21,24
Karnataka,BENGALURU URBAN,1997,Whole Year ,Sugarcane,1585,149070
Karnataka,BENGALURU URBAN,1997,Whole Year ,Turmeric,54,181
Karnataka,BENGALURU URBAN,1998,Kharif     ,Dry ginger,8,93
Karnataka,BENGALURU URBAN,1998,Kharif     ,Groundnut,769,709
Karnataka,BENGALURU URBAN,1998,Kharif     ,Onion,74,335
Karnataka,BENGALURU URBAN,1998,Kharif     ,Potato,104,2219
Karnataka,BENGALURU URBAN,1998,Kharif     ,Ragi,47929,102625
Karnataka,BENGALURU URBAN,1998,Kharif     ,Rice,5124,14255
Karnataka,BENGALURU URBAN,1998,Rabi       ,Groundnut,116,137
Karnataka,BENGALURU URBAN,1998,Rabi       ,Ragi,278,404
Karnataka,BENGALURU URBAN,1998,Summer     ,Potato,16,407
Karnataka,BENGALURU URBAN,1998,Summer     ,Ragi,252,567
Karnataka,BENGALURU URBAN,1998,Summer     ,Rice,2121,6847
Karnataka,BENGALURU URBAN,1998,Whole Year ,Coconut ,3347,15984
Karnataka,BENGALURU URBAN,1998,Whole Year ,Coriander,12,2
Karnataka,BENGALURU URBAN,1998,Whole Year ,Dry chillies,162,159
Karnataka,BENGALURU URBAN,1998,Whole Year ,Potato,268,3910
Karnataka,BENGALURU URBAN,1999,Kharif     ,Dry ginger,10,117
Karnataka,BENGALURU URBAN,1999,Kharif     ,Groundnut,792,473
Karnataka,BENGALURU URBAN,1999,Kharif     ,Ragi,45404,124107
Karnataka,BENGALURU URBAN,1999,Kharif     ,Rice,4551,10649
Karnataka,BENGALURU URBAN,1999,Rabi       ,Groundnut,51,56
Karnataka,BENGALURU URBAN,1999,Rabi       ,Ragi,327,424
Karnataka,BENGALURU URBAN,1999,Rabi       ,Rice,12,26
Karnataka,BENGALURU URBAN,1999,Summer     ,Ragi,408,816
Karnataka,BENGALURU URBAN,1999,Summer     ,Rice,2350,7289
Karnataka,BENGALURU URBAN,1999,Whole Year ,Banana,1191,27946
Karnataka,BENGALURU URBAN,1999,Whole Year ,Coconut ,4383,20932
Karnataka,BENGALURU URBAN,1999,Whole Year ,Coriander,19,3
Karnataka,BENGALURU URBAN,1999,Whole Year ,Dry chillies,503,528
Karnataka,BENGALURU URBAN,1999,Whole Year ,Onion,137,996
Karnataka,BENGALURU URBAN,1999,Whole Year ,Potato,1069,17390
Karnataka,BENGALURU URBAN,1999,Whole Year ,Sugarcane,66,6646
Karnataka,BENGALURU URBAN,2000,Kharif     ,Dry ginger,4,47
Karnataka,BENGALURU URBAN,2000,Kharif     ,Groundnut,382,383
Karnataka,BENGALURU URBAN,2000,Kharif     ,Ragi,47486,110132
Karnataka,BENGALURU URBAN,2000,Kharif     ,Rice,4483,12073
Karnataka,BENGALURU URBAN,2000,Rabi       ,Groundnut,50,55
Karnataka,BENGALURU URBAN,2000,Rabi       ,Ragi,175,272
Karnataka,BENGALURU URBAN,2000,Summer     ,Ragi,362,718
Karnataka,BENGALURU URBAN,2000,Summer     ,Rice,2491,6688
Karnataka,BENGALURU URBAN,2000,Whole Year ,Banana,1359,24982
Karnataka,BENGALURU URBAN,2000,Whole Year ,Coconut ,2959,13604
Karnataka,BENGALURU URBAN,2000,Whole Year ,Coriander,24,4
Karnataka,BENGALURU URBAN,2000,Whole Year ,Dry chillies,270,293
Karnataka,BENGALURU URBAN,2000,Whole Year ,Onion,120,706
Karnataka,BENGALURU URBAN,2000,Whole Year ,Potato,192,2963
Karnataka,BENGALURU URBAN,2000,Whole Year ,Sugarcane,58,5951
Karnataka,BENGALURU URBAN,2001,Kharif     ,Groundnut,223,138
Karnataka,BENGALURU URBAN,2001,Kharif     ,Ragi,47618,111399
Karnataka,BENGALURU URBAN,2001,Kharif     ,Rice,3753,7313
Karnataka,BENGALURU URBAN,2001,Rabi       ,Ragi,152,208
Karnataka,BENGALURU URBAN,2001,Summer     ,Ragi,179,274
Karnataka,BENGALURU URBAN,2001,Summer     ,Rice,1592,3271
Karnataka,BENGALURU URBAN,2001,Whole Year ,Coconut ,1959,7017
Karnataka,BENGALURU URBAN,2001,Whole Year ,Coriander,29,5
Karnataka,BENGALURU URBAN,2001,Whole Year ,Dry chillies,260,766
Karnataka,BENGALURU URBAN,2001,Whole Year ,Onion,157,1143
Karnataka,BENGALURU URBAN,2001,Whole Year ,Potato,83,1149
Karnataka,BENGALURU URBAN,2001,Whole Year ,Sugarcane,50,4038
Karnataka,BENGALURU URBAN,2002,Kharif     ,Groundnut,81,46
Karnataka,BENGALURU URBAN,2002,Kharif     ,Ragi,32037,34515
Karnataka,BENGALURU URBAN,2002,Kharif     ,Rice,2393,4836
Karnataka,BENGALURU URBAN,2002,Rabi       ,Ragi,349,548
Karnataka,BENGALURU URBAN,2002,Summer     ,Ragi,146,168
Karnataka,BENGALURU URBAN,2002,Summer     ,Rice,462,1278
Karnataka,BENGALURU URBAN,2002,Whole Year ,Banana,345,7631
Karnataka,BENGALURU URBAN,2002,Whole Year ,Coconut ,2008,7192
Karnataka,BENGALURU URBAN,2002,Whole Year ,Coriander,24,4
Karnataka,BENGALURU URBAN,2002,Whole Year ,Dry chillies,312,579
Karnataka,BENGALURU URBAN,2002,Whole Year ,Garlic,8,6
Karnataka,BENGALURU URBAN,2002,Whole Year ,Grapes,975,29187
Karnataka,BENGALURU URBAN,2002,Whole Year ,Mango,1470,4510
Karnataka,BENGALURU URBAN,2002,Whole Year ,Onion,84,625
Karnataka,BENGALURU URBAN,2002,Whole Year ,Potato,225,1973
Karnataka,BENGALURU URBAN,2002,Whole Year ,Sugarcane,91,7694
Karnataka,BENGALURU URBAN,2002,Whole Year ,Tomato,767,6914
Karnataka,BENGALURU URBAN,2003,Kharif     ,Groundnut,106,47
Karnataka,BENGALURU URBAN,2003,Kharif     ,Jowar,253,268
Karnataka,BENGALURU URBAN,2003,Kharif     ,Ragi,41685,74079
Karnataka,BENGALURU URBAN,2003,Kharif     ,Rice,2213,4667
Karnataka,BENGALURU URBAN,2003,Rabi       ,Groundnut,5,5
Karnataka,BENGALURU URBAN,2003,Rabi       ,Ragi,133,122
Karnataka,BENGALURU URBAN,2003,Rabi       ,Rice,5,15
Karnataka,BENGALURU URBAN,2003,Summer     ,Ragi,78,93
Karnataka,BENGALURU URBAN,2003,Summer     ,Rice,427,2125
Karnataka,BENGALURU URBAN,2003,Whole Year ,Banana,314,6121
Karnataka,BENGALURU URBAN,2003,Whole Year ,Coconut ,2565,9187
Karnataka,BENGALURU URBAN,2003,Whole Year ,Coriander,33,5
Karnataka,BENGALURU URBAN,2003,Whole Year ,Dry chillies,597,493
Karnataka,BENGALURU URBAN,2003,Whole Year ,Garlic,12,9
Karnataka,BENGALURU URBAN,2003,Whole Year ,Grapes,410,6856
Karnataka,BENGALURU URBAN,2003,Whole Year ,Mango,1399,6109
Karnataka,BENGALURU URBAN,2003,Whole Year ,Onion,76,419
Karnataka,BENGALURU URBAN,2003,Whole Year ,Potato,245,2418
Karnataka,BENGALURU URBAN,2003,Whole Year ,Sugarcane,5,328
Karnataka,BENGALURU URBAN,2003,Whole Year ,Tomato,641,9083
Karnataka,BENGALURU URBAN,2003,Whole Year ,Turmeric,13,85
Karnataka,BENGALURU URBAN,2004,Kharif     ,Groundnut,183,122
Karnataka,BENGALURU URBAN,2004,Kharif     ,Ragi,38343,111793
Karnataka,BENGALURU URBAN,2004,Kharif     ,Rice,2778,8577.08
Karnataka,BENGALURU URBAN,2004,Rabi       ,Groundnut,20,18
Karnataka,BENGALURU URBAN,2004,Rabi       ,Ragi,43,71
Karnataka,BENGALURU URBAN,2004,Summer     ,Ragi,68,108
Karnataka,BENGALURU URBAN,2004,Summer     ,Rice,725,3243
Karnataka,BENGALURU URBAN,2004,Whole Year ,Banana,530,23206
Karnataka,BENGALURU URBAN,2004,Whole Year ,Coconut ,2498,90377.64
Karnataka,BENGALURU URBAN,2004,Whole Year ,Coriander,32,5
Karnataka,BENGALURU URBAN,2004,Whole Year ,Dry chillies,146,185
Karnataka,BENGALURU URBAN,2004,Whole Year ,Garlic,13,10
Karnataka,BENGALURU URBAN,2004,Whole Year ,Onion,90,744
Karnataka,BENGALURU URBAN,2004,Whole Year ,Potato,204,1978
Karnataka,BENGALURU URBAN,2005,Kharif     ,Dry chillies,139,101
Karnataka,BENGALURU URBAN,2005,Kharif     ,Groundnut,200,103
Karnataka,BENGALURU URBAN,2005,Kharif     ,Onion,77,429
Karnataka,BENGALURU URBAN,2005,Kharif     ,Potato,127,425
Karnataka,BENGALURU URBAN,2005,Kharif     ,Ragi,35909,87909
Karnataka,BENGALURU URBAN,2005,Kharif     ,Rice,2496,6528
Karnataka,BENGALURU URBAN,2005,Rabi       ,Dry chillies,21,34
Karnataka,BENGALURU URBAN,2005,Rabi       ,Groundnut,29,25
Karnataka,BENGALURU URBAN,2005,Rabi       ,Potato,67,1211
Karnataka,BENGALURU URBAN,2005,Rabi       ,Ragi,54,157
Karnataka,BENGALURU URBAN,2005,Summer     ,Dry chillies,48,127
Karnataka,BENGALURU URBAN,2005,Summer     ,Ragi,140,306
Karnataka,BENGALURU URBAN,2005,Summer     ,Rice,1026,3190
Karnataka,BENGALURU URBAN,2005,Whole Year ,Banana,490,5733
Karnataka,BENGALURU URBAN,2005,Whole Year ,Coconut ,2871,10283
Karnataka,BENGALURU URBAN,2005,Whole Year ,Coriander,30,5
Karnataka,BENGALURU URBAN,2005,Whole Year ,Garlic,16,12
Karnataka,BENGALURU URBAN,2006,Kharif     ,Groundnut,168,61
Karnataka,BENGALURU URBAN,2006,Kharif     ,Ragi,23136,23258
Karnataka,BENGALURU URBAN,2006,Kharif     ,Rice,1315,3537
Karnataka,BENGALURU URBAN,2006,Rabi       ,Groundnut,7,5
Karnataka,BENGALURU URBAN,2006,Rabi       ,Ragi,150,299
Karnataka,BENGALURU URBAN,2006,Summer     ,Ragi,246,523
Karnataka,BENGALURU URBAN,2006,Summer     ,Rice,557,1744
Karnataka,BENGALURU URBAN,2006,Whole Year ,Banana,532,2808
Karnataka,BENGALURU URBAN,2006,Whole Year ,Coconut ,2385,8543
Karnataka,BENGALURU URBAN,2006,Whole Year ,Coriander,24,4
Karnataka,BENGALURU URBAN,2006,Whole Year ,Dry chillies,179,325
Karnataka,BENGALURU URBAN,2006,Whole Year ,Garlic,14,11
Karnataka,BENGALURU URBAN,2006,Whole Year ,Onion,32,178
Karnataka,BENGALURU URBAN,2006,Whole Year ,Potato,299,6184
Karnataka,BENGALURU URBAN,2006,Whole Year ,Sugarcane,20,1748
Karnataka,BENGALURU URBAN,2007,Kharif     ,Dry chillies,120,108
Karnataka,BENGALURU URBAN,2007,Kharif     ,Groundnut,109,81
Karnataka,BENGALURU URBAN,2007,Kharif     ,Onion,32,191
Karnataka,BENGALURU URBAN,2007,Kharif     ,Potato,66,218
Karnataka,BENGALURU URBAN,2007,Kharif     ,Ragi,28075,69342
Karnataka,BENGALURU URBAN,2007,Kharif     ,Rice,1523,4752
Karnataka,BENGALURU URBAN,2007,Rabi       ,Dry chillies,19,33
Karnataka,BENGALURU URBAN,2007,Rabi       ,Groundnut,21,18
Karnataka,BENGALURU URBAN,2007,Rabi       ,Potato,170,2092
Karnataka,BENGALURU URBAN,2007,Rabi       ,Ragi,147,318
Karnataka,BENGALURU URBAN,2007,Summer     ,Dry chillies,26,88
Karnataka,BENGALURU URBAN,2007,Summer     ,Ragi,123,256
Karnataka,BENGALURU URBAN,2007,Summer     ,Rice,517,1642
Karnataka,BENGALURU URBAN,2007,Whole Year ,Banana,415,15375
Karnataka,BENGALURU URBAN,2007,Whole Year ,Coconut ,2310,11762
Karnataka,BENGALURU URBAN,2007,Whole Year ,Coriander,21,7
Karnataka,BENGALURU URBAN,2007,Whole Year ,Garlic,13,13
Karnataka,BENGALURU URBAN,2007,Whole Year ,Sugarcane,20,1691
Karnataka,BENGALURU URBAN,2008,Kharif     ,Dry chillies,105,97
Karnataka,BENGALURU URBAN,2008,Kharif     ,Groundnut,146,53
Karnataka,BENGALURU URBAN,2008,Kharif     ,Onion,44,228
Karnataka,BENGALURU URBAN,2008,Kharif     ,Potato,94,178
Karnataka,BENGALURU URBAN,2008,Kharif     ,Ragi,24839,60948
Karnataka,BENGALURU URBAN,2008,Kharif     ,Rice,1652,5022.08
Karnataka,BENGALURU URBAN,2008,Rabi       ,Dry chillies,23,39
Karnataka,BENGALURU URBAN,2008,Rabi       ,Groundnut,18,14
Karnataka,BENGALURU URBAN,2008,Rabi       ,Potato,121,1739
Karnataka,BENGALURU URBAN,2008,Rabi       ,Ragi,142,297
Karnataka,BENGALURU URBAN,2008,Summer     ,Dry chillies,23,75
Karnataka,BENGALURU URBAN,2008,Summer     ,Ragi,97,193
Karnataka,BENGALURU URBAN,2008,Summer     ,Rice,467,1813
Karnataka,BENGALURU URBAN,2008,Whole Year ,Banana,372,16495
Karnataka,BENGALURU URBAN,2008,Whole Year ,Coconut ,2313,15846
Karnataka,BENGALURU URBAN,2008,Whole Year ,Coriander,17,9
Karnataka,BENGALURU URBAN,2008,Whole Year ,Garlic,19,42
Karnataka,BENGALURU URBAN,2009,Kharif     ,Groundnut,155,75
Karnataka,BENGALURU URBAN,2009,Kharif     ,Onion,45,159
Karnataka,BENGALURU URBAN,2009,Kharif     ,Potato,66,408
Karnataka,BENGALURU URBAN,2009,Kharif     ,Ragi,23922,53746
Karnataka,BENGALURU URBAN,2009,Kharif     ,Rice,1594,4361.18
Karnataka,BENGALURU URBAN,2009,Rabi       ,Dry chillies,18,54
Karnataka,BENGALURU URBAN,2009,Rabi       ,Groundnut,12,9
Karnataka,BENGALURU URBAN,2009,Rabi       ,Potato,116,1713
Karnataka,BENGALURU URBAN,2009,Rabi       ,Ragi,87,204
Karnataka,BENGALURU URBAN,2009,Summer     ,Dry chillies,25,115
Karnataka,BENGALURU URBAN,2009,Summer     ,Ragi,82,154
Karnataka,BENGALURU URBAN,2009,Summer     ,Rice,447,1662
Karnataka,BENGALURU URBAN,2009,Whole Year ,Banana,408,13127
Karnataka,BENGALURU URBAN,2009,Whole Year ,Coconut ,2565,18238
Karnataka,BENGALURU URBAN,2009,Whole Year ,Coriander,16,8
Karnataka,BENGALURU URBAN,2009,Whole Year ,Garlic,19,27
Karnataka,BENGALURU URBAN,2010,Kharif     ,Dry chillies,74,61
Karnataka,BENGALURU URBAN,2010,Kharif     ,Groundnut,114,78
Karnataka,BENGALURU URBAN,2010,Kharif     ,Onion,42,262
Karnataka,BENGALURU URBAN,2010,Kharif     ,Potato,59,448
Karnataka,BENGALURU URBAN,2010,Kharif     ,Ragi,24063,62049
Karnataka,BENGALURU URBAN,2010,Kharif     ,Rice,1495,4258
Karnataka,BENGALURU URBAN,2010,Rabi       ,Dry chillies,28,76
Karnataka,BENGALURU URBAN,2010,Rabi       ,Groundnut,25,22
Karnataka,BENGALURU URBAN,2010,Rabi       ,Potato,113,1315
Karnataka,BENGALURU URBAN,2010,Rabi       ,Ragi,80,166
Karnataka,BENGALURU URBAN,2010,Summer     ,Dry chillies,30,91
Karnataka,BENGALURU URBAN,2010,Summer     ,Ragi,113,221
Karnataka,BENGALURU URBAN,2010,Summer     ,Rice,400,1293
Karnataka,BENGALURU URBAN,2010,Whole Year ,Banana,255,8548
Karnataka,BENGALURU URBAN,2010,Whole Year ,Coconut ,2311,22092
Karnataka,BENGALURU URBAN,2010,Whole Year ,Coriander,16,6
Karnataka,BENGALURU URBAN,2010,Whole Year ,Garlic,18,23
Karnataka,BENGALURU URBAN,2010,Whole Year ,Sugarcane,3,291
Karnataka,BENGALURU URBAN,2011,Kharif     ,Dry chillies,118,95
Karnataka,BENGALURU URBAN,2011,Kharif     ,Groundnut,172,109
Karnataka,BENGALURU URBAN,2011,Kharif     ,Onion,44,217
Karnataka,BENGALURU URBAN,2011,Kharif     ,Potato,61,504
Karnataka,BENGALURU URBAN,2011,Kharif     ,Ragi,24419,70059
Karnataka,BENGALURU URBAN,2011,Kharif     ,Rice,1410,4853
Karnataka,BENGALURU URBAN,2011,Rabi       ,Dry chillies,25,59
Karnataka,BENGALURU URBAN,2011,Rabi       ,Groundnut,18,17
Karnataka,BENGALURU URBAN,2011,Rabi       ,Potato,103,1251
Karnataka,BENGALURU URBAN,2011,Rabi       ,Ragi,122,245
Karnataka,BENGALURU URBAN,2011,Summer     ,Dry chillies,31,109
Karnataka,BENGALURU URBAN,2011,Summer     ,Potato,10,144
Karnataka,BENGALURU URBAN,2011,Summer     ,Ragi,110,212
Karnataka,BENGALURU URBAN,2011,Summer     ,Rice,360,1400
Karnataka,BENGALURU URBAN,2011,Whole Year ,Banana,281,7021
Karnataka,BENGALURU URBAN,2011,Whole Year ,Coconut ,2264,22508
Karnataka,BENGALURU URBAN,2011,Whole Year ,Coriander,18,7
Karnataka,BENGALURU URBAN,2011,Whole Year ,Garlic,20,25
Karnataka,BENGALURU URBAN,2012,Kharif     ,Bajra,2,2
Karnataka,BENGALURU URBAN,2012,Kharif     ,Dry chillies,58,53
Karnataka,BENGALURU URBAN,2012,Kharif     ,Groundnut,100,56
Karnataka,BENGALURU URBAN,2012,Kharif     ,Jowar,750,918
Karnataka,BENGALURU URBAN,2012,Kharif     ,Onion,26,138
Karnataka,BENGALURU URBAN,2012,Kharif     ,Potato,206,1315
Karnataka,BENGALURU URBAN,2012,Kharif     ,Ragi,22457,49517
Karnataka,BENGALURU URBAN,2012,Kharif     ,Rice,974,3006
Karnataka,BENGALURU URBAN,2012,Rabi       ,Dry chillies,6,16
Karnataka,BENGALURU URBAN,2012,Rabi       ,Jowar,1,1
Karnataka,BENGALURU URBAN,2012,Rabi       ,Onion,1,7
Karnataka,BENGALURU URBAN,2012,Rabi       ,Potato,7,119
Karnataka,BENGALURU URBAN,2012,Rabi       ,Ragi,43,62
Karnataka,BENGALURU URBAN,2012,Rabi       ,Rice,42,101
Karnataka,BENGALURU URBAN,2012,Summer     ,Dry chillies,5,14
Karnataka,BENGALURU URBAN,2012,Summer     ,Jowar,14,23
Karnataka,BENGALURU URBAN,2012,Summer     ,Onion,14,79
Karnataka,BENGALURU URBAN,2012,Summer     ,Potato,17,371
Karnataka,BENGALURU URBAN,2012,Summer     ,Ragi,95,142
Karnataka,BENGALURU URBAN,2012,Summer     ,Rice,178,639
Karnataka,BENGALURU URBAN,2012,Whole Year ,Coconut ,2312,22763
Karnataka,BENGALURU URBAN,2012,Whole Year ,Coriander,41,16
Karnataka,BENGALURU URBAN,2012,Whole Year ,Dry ginger,5,159
Karnataka,BENGALURU URBAN,2012,Whole Year ,Garlic,2,3
Karnataka,BENGALURU URBAN,2012,Whole Year ,Sugarcane,12,1003
Karnataka,BENGALURU URBAN,2013,Kharif     ,Bajra,7,8
Karnataka,BENGALURU URBAN,2013,Kharif     ,Dry chillies,84,93
Karnataka,BENGALURU URBAN,2013,Kharif     ,Groundnut,48,41
Karnataka,BENGALURU URBAN,2013,Kharif     ,Jowar,852,1212
Karnataka,BENGALURU URBAN,2013,Kharif     ,Onion,31,205
Karnataka,BENGALURU URBAN,2013,Kharif     ,Potato,79,520
Karnataka,BENGALURU URBAN,2013,Kharif     ,Ragi,23157,72993
Karnataka,BENGALURU URBAN,2013,Kharif     ,Rice,1113,3941
Karnataka,BENGALURU URBAN,2013,Rabi       ,Dry chillies,10,19
Karnataka,BENGALURU URBAN,2013,Rabi       ,Jowar,21,23
Karnataka,BENGALURU URBAN,2013,Rabi       ,Onion,8,56
Karnataka,BENGALURU URBAN,2013,Rabi       ,Potato,33,502
Karnataka,BENGALURU URBAN,2013,Rabi       ,Ragi,104,152
Karnataka,BENGALURU URBAN,2013,Rabi       ,Rice,4,10
Karnataka,BENGALURU URBAN,2013,Summer     ,Dry chillies,18,48
Karnataka,BENGALURU URBAN,2013,Summer     ,Groundnut,7,6
Karnataka,BENGALURU URBAN,2013,Summer     ,Jowar,12,20
Karnataka,BENGALURU URBAN,2013,Summer     ,Potato,4,56
Karnataka,BENGALURU URBAN,2013,Summer     ,Ragi,72,141
Karnataka,BENGALURU URBAN,2013,Summer     ,Rice,59,218
Karnataka,BENGALURU URBAN,2013,Whole Year ,Coconut ,2116,16788
Karnataka,BENGALURU URBAN,2013,Whole Year ,Coriander,9,3
Karnataka,BENGALURU URBAN,2013,Whole Year ,Dry ginger,4,111
Karnataka,BENGALURU URBAN,2013,Whole Year ,Garlic,2,2
Karnataka,BENGALURU URBAN,2014,Kharif     ,Dry chillies,46,52
Karnataka,BENGALURU URBAN,2014,Kharif     ,Groundnut,84,61
